program_id,program_name,program_code,profile_version,profile_method,profile_confidence,profile_family,dominant_dim,dominant_dim_label,secondary_dims,evidence_text,evidence_sources,review_status,occupation_bridge_confidence,occupation_bridge_p21_groups,occupation_bridge_p21_labels,affinity_stem_score,current_stem_score,template_stem_score,affinity_health_score,current_health_score,template_health_score,affinity_arts_score,current_arts_score,template_arts_score,affinity_business_score,current_business_score,template_business_score,affinity_education_score,current_education_score,template_education_score,affinity_agriculture_score,current_agriculture_score,template_agriculture_score,affinity_duration_score
4b2c4133-929a-480c-9c47-2173bf571d60,Bachelor of Arts in English Studies,AR-BES-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA English Studies: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,2.45,2.0,3.0,0.27,0.0,0.6,2.0
42cdbea6-3226-4e86-8fac-1a53e64ad975,Bachelor of Arts in European Languages,AR-BEL-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA European Languages: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
bad2f862-86ed-4316-aa57-1833c5601f7a,Bachelor of Arts in Filipino / Panitikan,AR-BF/P-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Filipino / Panitikan: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,0.81,0.0,1.8,2.45,2.0,3.0,0.27,0.0,0.6,2.0
6d2864aa-71c7-4b8b-ae79-92add981bbe4,Bachelor of Arts in Speech Communication,AR-BSC-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Speech Communication: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.73,2.0,1.4,0.91,1.0,0.8,5.0,5.0,5.0,2.27,2.0,2.6,2.82,3.0,2.6,0.27,0.0,0.6,2.0
3eacfa5c-75d7-47d6-ad88-fd4995539e08,Bachelor of Arts in Theatre Arts,AR-BTA-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Theatre Arts: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,2.46,3.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
85a7b893-9e6c-4c33-a1ae-7b725810e93e,Bachelor of Arts in Broadcast Communication,AR-BBC-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Broadcast Communication: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.73,2.0,1.4,0.36,0.0,0.8,5.0,5.0,5.0,2.27,2.0,2.6,2.27,2.0,2.6,0.27,0.0,0.6,2.0
a3a85b2d-f0a9-4c10-8364-e5ae77a5aca0,Bachelor of Arts in Communication Research,AR-BCR-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Communication Research: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.28,3.0,1.4,0.36,0.0,0.8,5.0,5.0,5.0,2.27,2.0,2.6,2.27,2.0,2.6,0.27,0.0,0.6,2.0
14e468de-d3e4-48e3-8d3e-c6f5a71d0ffd,Bachelor of Arts in Film,AR-BF-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Film: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.73,2.0,1.4,0.36,0.0,0.8,5.0,5.0,5.0,2.82,3.0,2.6,1.72,1.0,2.6,0.27,0.0,0.6,2.0
3439492a-9f8c-455e-a522-b5c1b0730846,Bachelor of Arts in Journalism,AR-BJ-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Journalism: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.73,2.0,1.4,0.36,0.0,0.8,5.0,5.0,5.0,2.27,2.0,2.6,1.72,1.0,2.6,0.27,0.0,0.6,2.0
951d8ca4-af8b-476f-92a4-302ea28df28e,Bachelor of Arts in Anthropology,AR-BA-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Anthropology: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.01,3.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
0337ea9f-0fe1-495a-8622-45797a736baf,Bachelor of Arts in Linguistics,AR-BL-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Linguistics: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,0.81,0.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
89c38d3d-9a7a-421b-941a-8ccb2ecbfd63,Bachelor of Arts in Sociology,AR-BS-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Sociology: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.01,3.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,2.46,3.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
34be7d60-ea8a-4b9f-9c0c-51847ac64182,Bachelor of Arts in Behavioral Sciences,AR-BBS-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Behavioral Sciences: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.01,3.0,0.8,2.56,4.0,0.8,5.0,5.0,5.0,2.46,3.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
f825b66b-e0ad-4b90-9200-2540760e4444,Bachelor of Arts in Organizational Communication,AR-BOC-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Organizational Communication: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.28,3.0,1.4,0.91,1.0,0.8,5.0,5.0,5.0,3.37,4.0,2.6,2.27,2.0,2.6,0.27,0.0,0.6,2.0
2a83ca5a-8667-4772-ae35-cd6f706fc661,Bachelor of Arts in Philippine Arts,AR-BPA-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,3.01,4.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
c286e24d-aa9e-47a6-8149-77bb6c201375,Bachelor of Arts in Multimedia Studies,AR-BMS-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: BA Multimedia Studies: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.28,3.0,1.4,0.36,0.0,0.8,5.0,5.0,5.0,1.72,1.0,2.6,1.72,1.0,2.6,0.27,0.0,0.6,2.0
80cdab09-92d7-4bbd-855b-fbecca5b72c1,Bachelor of Music,AR-BoM-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: Bachelor of Music: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
fa1117d4-8697-44bb-9784-6f3ad40ad6d5,Bachelor of Science in Community Development,AR-BCD-01,program_profile_v2,weighted_prior_template_v2,medium,social_science,arts,Arts,,"Family rule: social science, social service, or community pathway. Blended current affinity prior (0.55) with social_science template (0.45). Occupation bridge: BS Community Development: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.775,2.0,1.5,1.36,1.0,1.8,4.18,4.0,4.4,2.73,3.0,2.4,3.36,3.0,3.8,1.46,2.0,0.8,2.0
665910b6-dd51-4055-997a-2b7a181ba9e3,"Bachelor of Science in Hotel, Restaurant and Institution Management (HRIM)",AR-BHRaIM(-01,program_profile_v2,weighted_prior_template_v2,medium,hospitality_tourism,business,Business,,"Family rule: hospitality and tourism business-service pathway. Blended current affinity prior (0.55) with hospitality_tourism template (0.45). Occupation bridge: BS Hotel, Restaurant and Institution Management (HRIM): arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.19,3.0,1.2,1.73,2.0,1.4,3.0,3.0,3.0,4.73,5.0,4.4,1.27,1.0,1.6,1.09,1.0,1.2,2.0
56997fed-9f0c-431d-985a-d4c84ce21ea4,Bachelor of Science in Interior Design,AR-BID-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BS Interior Design: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.01,3.0,0.8,1.46,2.0,0.8,5.0,5.0,5.0,2.46,3.0,1.8,1.9,1.0,3.0,0.82,1.0,0.6,3.0
6d15d620-3f1c-4bec-81a3-1d956839281f,Bachelor of Science in Sports Science,HE-BSS-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,health,Health,,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). Occupation bridge: BS Sports Science: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.415,4.0,2.7,4.64,5.0,4.2,2.45,2.0,3.0,1.91,2.0,1.8,3.18,3.0,3.4,0.36,0.0,0.8,2.0
c797e71e-f520-476e-8734-6935222e9180,Associate in Arts (AA),AR-AiA(-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: Associate in Arts (AA): arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,1.9,1.0,3.0,0.27,0.0,0.6,1.0
b20a12bf-ed93-4724-89e1-f721f16558d2,Associate in Information Technology (AS IT),ST-AiIT(I-01,program_profile_v2,weighted_prior_template_v2,high,ict,stem,STEM,,Family rule: ICT and computing pathway. Blended current affinity prior (0.55) with ict template (0.45). Occupation bridge: Associate in Information Technology (AS IT): ICT-sector employment leads to PSOC Group 02 Professionals (Systems analysts/Developers) and Group 03 Technicians (IT support/associates) Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",5.0,5.0,5.0,0.27,0.0,0.6,2.64,3.0,2.2,2.82,3.0,2.6,1.0,1.0,1.0,0.91,1.0,0.8,1.0
10a3cb96-0292-48ec-95fe-dcad69388b44,AA Digital Entrepreneurship,ST-ADE-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: AA Digital Entrepreneurship: ICT-sector employment leads to PSOC Group 02 Professionals (Systems analysts/Developers) and Group 03 Technicians (IT support/associates) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.1,4.0,2.0,0.36,0.0,0.8,2.73,3.0,2.4,5.0,5.0,5.0,0.72,0.0,1.6,1.0,1.0,1.0,1.0
76b13a82-73ea-40dd-a486-4b7abee8bbbb,Bachelor of Science in Environmental Planning,ST-BEP-01,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Environmental Planning: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],4.45,4.0,5.0,1.36,1.0,1.8,2.28,3.0,1.4,2.19,3.0,1.2,2.0,2.0,2.0,2.83,4.0,1.4,3.0
2e9ff622-5660-45da-82e3-2a421c6e7ee7,Bachelor of Science in Railway Engineering,ST-BRE-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Railway Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.27,0.0,0.6,1.225,1.0,1.5,2.55,3.0,2.0,0.45,0.0,1.0,1.09,1.0,1.2,2.0
5a333a0e-135b-4581-8bc6-95d8d0d06399,Bachelor of Arts in Filipinology,AR-BF-04,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Filipinology: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",0.91,1.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
8d463ac9-21be-443e-bf62-84337c37b560,Bachelor of Arts in Literary & Cultural Studies,AR-BL&CS-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Literary & Cultural Studies: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",0.91,1.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,1.91,2.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
e21792e6-28ce-4448-9649-6f8586b306af,Bachelor of Performing Arts,AR-BoPA-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: Bachelor of Performing Arts: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",0.91,1.0,0.8,1.46,2.0,0.8,5.0,5.0,5.0,1.91,2.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
3e741a2f-7753-4313-a43a-7928cefa0c0e,Bachelor in Advertising and Public Relations,AR-BiAaPR-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,business,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). Occupation bridge: Bachelor in Advertising & Public Relations: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.18,1.0,1.4,0.36,0.0,0.8,4.45,4.0,5.0,3.92,5.0,2.6,1.72,1.0,2.6,0.27,0.0,0.6,2.0
6826fddc-d2ba-429f-a0d5-f1cb6c6a18e2,Bachelor of Arts in International Studies,AR-BIS-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA International Studies: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",0.91,1.0,0.8,0.36,0.0,0.8,4.45,4.0,5.0,2.46,3.0,1.8,1.35,0.0,3.0,1.37,2.0,0.6,2.0
8e812c38-58cd-4b3f-aa57-98bfa70f48f1,Bachelor of Arts in Political Economy,AR-BPE-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Political Economy: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.56,4.0,0.8,0.36,0.0,0.8,3.9,3.0,5.0,2.46,3.0,1.8,1.35,0.0,3.0,0.27,0.0,0.6,2.0
f1e9d11f-ed2e-42e7-895f-657027e647ea,Bachelor of Technology and Livelihood Education,AR-BoTaLE-01,program_profile_v2,weighted_prior_template_v2,medium,technical_vocational_education,education,Education,,"Family rule: teacher education with technical or livelihood content. Blended current affinity prior (0.55) with technical_vocational_education template (0.45). Occupation bridge: Bachelor of Technology and Livelihood Education: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",3.36,3.0,3.8,1.82,2.0,1.6,2.315,2.0,2.7,2.82,3.0,2.6,5.0,5.0,5.0,2.91,3.0,2.8,3.0
025784d1-de04-4694-9285-5a89030bcd1b,Bachelor of Science in Applied Mathematics,ST-BAM-01,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Applied Mathematics: quantitative/analytical careers in government and private sector map to PSOC Group 02 Professionals and Group 03 Technicians Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",5.0,5.0,5.0,1.36,1.0,1.8,0.63,0.0,1.4,2.19,3.0,1.2,0.9,0.0,2.0,0.63,0.0,1.4,2.0
adb8a794-ad9f-4465-b054-321ff642c4a6,Bachelor of Science in Cooperatives,ST-BC-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: BS Cooperatives: quantitative/analytical careers in government and private sector map to PSOC Group 02 Professionals and Group 03 Technicians Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",2.0,2.0,2.0,0.36,0.0,0.8,2.18,2.0,2.4,5.0,5.0,5.0,2.37,3.0,1.6,0.45,0.0,1.0,2.0
bc74781e-3496-48d2-99b9-b97de14b2040,Bachelor in Transportation Management,AR-BiTM-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: Bachelor of Transportation Management: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_subject.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",2.0,2.0,2.0,0.36,0.0,0.8,2.18,2.0,2.4,5.0,5.0,5.0,1.82,2.0,1.6,0.45,0.0,1.0,2.0
8347e96f-20f9-4a69-8a49-ff7c4f0ee0d5,Bachelor of Science in Mechatronics Engineering,ST-BME-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Mechatronics Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.0,2.0,2.0,0.45,0.0,1.0,1.09,1.0,1.2,2.0
ab1c2e82-c52e-4b2d-8390-f04042c9c660,Bachelor of Science in Agricultural & Biosystems Engineering,ST-BA&BE-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Agricultural & Biosystems Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.0,2.0,2.0,1.55,2.0,1.0,3.29,5.0,1.2,3.0
